pickup_time,dropoff_time,id_taxi,pickup_long,pickup_lat,dropoff_long,dropoff_lat,distance,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,payment_type,passengers
1/8/13 9:50,1/8/13 10:02,E12F6AF991172EAC3553144A0AF75A19,-73.99556,40.749294,-73.988686,40.759052000000004,0.7,9.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 10:08,1/8/13 10:18,D5367E940A20B9D2550BF7CF7AE01681,-73.97236600000001,40.762138,-73.957542,40.782902,1.6,8.5,0.0,0.5,0.0,0.0,CSH,2
1/8/13 10:17,1/8/13 10:36,32D306FD3A4D7CEDCFD8D644294DD5B7,-73.985962,40.758213,-73.950424,40.783553999999995,3.6,16.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 10:21,1/8/13 10:24,82420BD631D2BB88E2F213A8CA15BECE,-73.988632,40.73122,-73.986717,40.738673999999996,0.6,4.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 10:38,1/8/13 11:16,24929E5F008DBC4C0E551B957F619910,-74.007858,40.705116,-73.789879,40.643303,20.0,52.0,0.0,0.5,0.0,4.8,CSH,2
1/8/13 10:38,1/8/13 10:56,82420BD631D2BB88E2F213A8CA15BECE,-73.967682,40.751221,-73.995232,40.717422,3.1,14.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 10:44,1/8/13 10:46,CD847FE5884F10A28217E9FBA11B275B,-73.989296,40.756313,-73.98788499999999,40.751121999999995,0.3,3.5,0.0,0.5,0.0,0.0,DIS,1
1/8/13 10:54,1/8/13 10:55,21EF33AA5B34F791B9627087A59C2B13,-73.983917,40.746563,-73.990921,40.750141,0.5,3.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 10:59,1/8/13 11:04,7A9728FFD700148BF60616DA97FFC3C3,-73.960358,40.769138,-73.96191400000001,40.775684000000005,0.6,5.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:01,1/8/13 11:08,496644932DF3932605C22C7926FF0FE0,-73.995804,40.743977,-74.007416,40.744343,0.8,6.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:12,1/8/13 11:25,1944EB168702ED8E6B9FD94E988D0197,-73.980438,40.76128,-73.990608,40.740142999999996,1.7,10.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:19,1/8/13 11:35,826C0A320CFC98F461EA887C2F9D1509,-73.993645,40.75573,-73.984528,40.762451,1.8,11.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:20,1/8/13 11:38,CD847FE5884F10A28217E9FBA11B275B,-73.991524,40.750285999999996,-73.970345,40.751801,2.0,13.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:33,1/8/13 11:48,4728FA63A46613319446ED726626FED3,-73.987732,40.751884000000004,-73.98172,40.746528999999995,0.6,10.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 11:41,1/8/13 11:51,CD847FE5884F10A28217E9FBA11B275B,-73.971962,40.749996,-73.949791,40.726040000000005,3.2,11.5,0.0,0.5,0.0,4.8,CSH,1
1/8/13 12:40,1/8/13 12:44,4351ACEF683BECBD3E283F324EB78460,-73.97796600000001,40.745564,-73.979599,40.735664,0.9,5.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 12:48,1/8/13 12:55,CD847FE5884F10A28217E9FBA11B275B,-74.000534,40.742233,-74.005173,40.728984999999994,1.0,7.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 12:50,1/8/13 12:58,D5367E940A20B9D2550BF7CF7AE01681,-73.952026,40.766479,-73.966827,40.759968,1.1,7.5,0.0,0.5,0.0,0.0,CSH,2
1/8/13 13:11,1/8/13 13:19,E12F6AF991172EAC3553144A0AF75A19,-73.982452,40.773167,-73.964134,40.773815,1.3,7.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 13:16,1/8/13 13:32,FA3DD236E7627E99646337C5218EA281,-74.00457800000001,40.707553999999995,-73.99247,40.734221999999995,2.2,12.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 13:29,1/8/13 13:37,E12F6AF991172EAC3553144A0AF75A19,-73.95578,40.77932,-73.967285,40.763344000000004,1.2,7.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 13:51,1/8/13 13:55,24929E5F008DBC4C0E551B957F619910,-73.998299,40.740654,-74.000504,40.747913,0.7,4.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 13:56,1/8/13 14:08,32D306FD3A4D7CEDCFD8D644294DD5B7,-73.975922,40.744606,-73.99814599999999,40.729076,2.0,10.0,0.0,0.5,0.0,0.0,CSH,2
1/8/13 15:17,1/8/13 15:25,E12F6AF991172EAC3553144A0AF75A19,-73.97731800000001,40.764542,-73.981895,40.779526000000004,1.2,7.0,0.0,0.5,0.0,0.0,CSH,1
1/8/13 15:33,1/8/13 15:48,FA3DD236E7627E99646337C5218EA281,-73.945915,40.786156,-73.971581,40.794956,1.6,11.5,0.0,0.5,0.0,0.0,CSH,1
1/8/13 15:47,1/8/13 16:06,24929E5F008DBC4C0E551B957F619910,-73.96151,40.771465,-73.99121099999999,40.739906,2.9,14.5,0.0,0.5,0.0,0.0,CSH,1
